    PID USER     COMMAND         %CPU %MEM     ELAPSED CMD
   3906 andre    zsh              0.0  0.0    06:17:22 /usr/bin/zsh
   3936 andre    chromium         4.1  1.4    06:17:21 /usr/lib/chromium/chromium
   3939 andre    chrome_crashpad  0.0  0.0    06:17:21 /usr/lib/chromium/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/andre/.config/chromium/Crash Reports --annotation=channel=Arch Linux --annotation=lsb-release=Arch Linux --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=138.0.7204.157 --initial-client-fd=5 --shared-client-connection
   3941 andre    chrome_crashpad  0.0  0.0    06:17:21 /usr/lib/chromium/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/andre/.config/chromium/Crash Reports --annotation=channel=Arch Linux --annotation=lsb-release=Arch Linux --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=138.0.7204.157 --initial-client-fd=4 --shared-client-connection
   3945 andre    chromium         0.0  0.1    06:17:21 /usr/lib/chromium/chromium --type=zygote --no-zygote-sandbox --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable
   3946 andre    chromium         0.0  0.1    06:17:21 /usr/lib/chromium/chromium --type=zygote --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable
   3968 andre    chromium         0.0  0.0    06:17:19 /usr/lib/chromium/chromium --type=zygote --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable
   3995 andre    chromium         7.1  0.8    06:17:19 /usr/lib/chromium/chromium --type=gpu-process --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   3998 andre    chromium         3.0  0.4    06:17:19 /usr/lib/chromium/chromium --type=utility --utility-sub-type=network.mojom.NetworkService --lang=pt-BR --service-sandbox-type=none --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   4050 andre    chromium         0.0  0.2    06:17:19 /usr/lib/chromium/chromium --type=utility --utility-sub-type=storage.mojom.StorageService --lang=pt-BR --service-sandbox-type=utility --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   4087 root     upowerd          0.0  0.0    06:17:19 /usr/lib/upowerd
   4290 andre    chromium         0.5  1.1    06:17:18 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=159467145 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   4295 andre    chromium         0.0  0.4    06:17:18 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=159469362 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   4637 andre    chromium         0.0  0.6    06:17:00 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=177578480 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   4846 andre    chromium         0.0  0.5    06:16:48 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=189751833 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   6229 andre    chromium         0.1  0.2    06:15:45 /usr/lib/chromium/chromium --type=utility --utility-sub-type=audio.mojom.AudioService --lang=pt-BR --service-sandbox-type=none --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
   6574 andre    zsh              0.0  0.0    06:15:27 /usr/bin/zsh
   6596 andre    recapp           0.2  0.3    06:15:26 /usr/bin/python3 /usr/bin/recapp
   6628 andre    gvfs-udisks2-vo  0.0  0.0    06:15:26 /usr/lib/gvfs-udisks2-volume-monitor
   6632 root     udisksd          0.0  0.0    06:15:26 /usr/lib/udisks2/udisksd
   6642 andre    gvfsd-trash      0.0  0.0    06:15:25 /usr/lib/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
   6655 andre    gvfsd-network    0.0  0.0    06:15:25 /usr/lib/gvfsd-network --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
  54221 andre    chromium         0.6  1.6    05:20:13 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=93 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=3584280462 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
  54241 andre    chromium         0.0  0.6    05:20:13 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=95 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=3584475411 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
  58641 root     kworker/3:0-cgr  0.0  0.0    05:15:13 [kworker/3:0-cgroup_destroy]
  71867 root     kworker/11:0-mm  0.0  0.0    05:02:08 [kworker/11:0-mm_percpu_wq]
  83109 root     kworker/4:3-cgr  0.0  0.0    04:50:49 [kworker/4:3-cgroup_bpf_destroy]
 179039 root     kworker/u48:6-g  0.1  0.0    02:43:28 [kworker/u48:6-gfx]
 186468 root     kworker/u48:0-k  0.1  0.0    02:33:35 [kworker/u48:0-kcryptd-253:1-2]
 188884 andre    terminator       0.0  0.3    02:30:52 /usr/bin/python /usr/bin/terminator
 188893 root     kworker/0:2-eve  0.0  0.0    02:30:52 [kworker/0:2-events]
 188904 andre    zsh              0.0  0.0    02:30:52 /usr/bin/zsh
 189269 root     kworker/6:1-mm_  0.0  0.0    02:30:41 [kworker/6:1-mm_percpu_wq]
 190385 root     kworker/u48:15-  0.1  0.0    02:29:31 [kworker/u48:15-kcryptd-253:1-2]
 196911 root     kworker/9:0-eve  0.0  0.0    02:20:51 [kworker/9:0-events]
 199727 andre    Web Content      0.0  0.3    02:18:07 /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42054 -prefMapHandle 1:272763 -jsInitHandle 2:242716 -parentBuildID 20250707235753 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e3f507be-0f92-4ceb-ab05-ebf4cba971e6} -parentPid 3440 -crashReporter 6 -crashHelperPid 3444 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 41 tab
 207772 andre    gvfsd-metadata   0.0  0.0    02:08:11 /usr/lib/gvfsd-metadata
 218053 root     kworker/10:0-cg  0.0  0.0    01:55:19 [kworker/10:0-cgroup_destroy]
 221372 root     kworker/5:1-cgr  0.0  0.0    01:50:49 [kworker/5:1-cgroup_destroy]
 228385 andre    Web Content      0.0  0.3    01:41:45 /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42054 -prefMapHandle 1:272763 -jsInitHandle 2:242716 -parentBuildID 20250707235753 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a62a93dd-86a5-450f-b896-8a3b6a3009de} -parentPid 3440 -crashReporter 6 -crashHelperPid 3444 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 42 tab
 229780 root     kworker/2:3-cgr  0.0  0.0    01:40:54 [kworker/2:3-cgroup_destroy]
 233514 root     kworker/1:2-eve  0.0  0.0    01:36:12 [kworker/1:2-events]
 236152 root     kworker/u48:7+e  0.1  0.0    01:32:40 [kworker/u48:7+events_unbound]
 240661 root     kworker/u49:8-t  0.0  0.0    01:26:44 [kworker/u49:8-ttm]
 242118 root     kworker/11:1     0.0  0.0    01:25:01 [kworker/11:1]
 242372 andre    Web Content      0.0  0.4    01:24:46 /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:42054 -prefMapHandle 1:272763 -jsInitHandle 2:242716 -parentBuildID 20250707235753 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {82fc66bf-7609-4169-a7bb-772272a06183} -parentPid 3440 -crashReporter 6 -crashHelperPid 3444 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 43 tab
 245256 root     kworker/8:0-eve  0.0  0.0    01:21:14 [kworker/8:0-events]
 245582 root     kworker/7:3-eve  0.0  0.0    01:20:53 [kworker/7:3-events]
 249180 root     kworker/2:1-eve  0.0  0.0    01:16:11 [kworker/2:1-events]
 249668 root     kworker/u49:3-t  0.0  0.0    01:15:59 [kworker/u49:3-ttm]
 253615 root     kworker/0:1-cgr  0.0  0.0    01:10:52 [kworker/0:1-cgroup_destroy]
 253715 root     kworker/u48:2-k  0.1  0.0    01:10:43 [kworker/u48:2-kcryptd-253:1-2]
 253717 root     kworker/u49:0-t  0.0  0.0    01:10:43 [kworker/u49:0-ttm]
 253719 root     kworker/u49:4-t  0.0  0.0    01:10:43 [kworker/u49:4-ttm]
 257755 root     kworker/5:2-eve  0.0  0.0    01:05:40 [kworker/5:2-events]
 258746 andre    chromium         3.6  0.7    01:04:22 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=512 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=18935008133 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 260443 andre    chromium         0.0  0.5    01:02:34 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=519 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=19042868411 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 260823 andre    chromium        74.4 18.5    01:02:12 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=523 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=19065268390 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 260961 root     kworker/u48:8-b  0.1  0.0    01:02:05 [kworker/u48:8-btrfs-endio]
 262353 root     kworker/3:1-eve  0.0  0.0    01:00:51 [kworker/3:1-events]
 270991 root     kworker/u49:2-t  0.0  0.0       52:57 [kworker/u49:2-ttm]
 271230 root     kworker/u48:5-k  0.1  0.0       52:45 [kworker/u48:5-kcryptd-253:1-2]
 273293 root     kworker/10:1-mm  0.0  0.0       50:51 [kworker/10:1-mm_percpu_wq]
 273294 root     kworker/1:0      0.0  0.0       50:51 [kworker/1:0]
 284853 root     kworker/u49:5-t  0.0  0.0       40:36 [kworker/u49:5-ttm]
 285237 root     kworker/u49:13-  0.0  0.0       40:17 [kworker/u49:13-ttm]
 285238 root     kworker/u49:15-  0.0  0.0       40:17 [kworker/u49:15-ttm]
 288591 andre    chromium         0.6  1.0       37:15 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=568 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=20562019249 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 294772 root     kworker/u49:14-  0.0  0.0       31:43 [kworker/u49:14-ttm]
 295887 root     kworker/8:2-cgr  0.0  0.0       30:50 [kworker/8:2-cgroup_destroy]
 299692 andre    chromium         1.2  1.0       27:20 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=588 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=21157811361 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 303675 root     kworker/u49:7-t  0.0  0.0       23:48 [kworker/u49:7-ttm]
 307025 root     kworker/6:3-eve  0.0  0.0       20:54 [kworker/6:3-events]
 307185 root     kworker/u48:11-  0.1  0.0       20:46 [kworker/u48:11-kcryptd-253:1-2]
 308092 andre    keyboxd          0.0  0.0       19:57 /usr/lib/gnupg/keyboxd --supervised
 313718 root     kworker/u48:4-k  0.1  0.0       14:55 [kworker/u48:4-kcryptd-253:1-2]
 317851 andre    chromium         0.0  0.6       11:14 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=639 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22123419547 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 318233 root     kworker/7:2-cgr  0.0  0.0       10:54 [kworker/7:2-cgroup_destroy]
 318945 root     kworker/u49:1-t  0.0  0.0       10:15 [kworker/u49:1-ttm]
 318946 root     kworker/u49:6-t  0.0  0.0       10:15 [kworker/u49:6-ttm]
 318947 root     kworker/u49:9-t  0.0  0.0       10:15 [kworker/u49:9-ttm]
 318948 root     kworker/u49:10-  0.0  0.0       10:15 [kworker/u49:10-ttm]
 318949 root     kworker/u49:11-  0.0  0.0       10:15 [kworker/u49:11-ttm]
 318950 root     kworker/u49:12-  0.0  0.0       10:15 [kworker/u49:12-ttm]
 319798 root     kworker/u48:9-k  0.1  0.0       09:29 [kworker/u48:9-kcryptd-253:1-2]
 322202 andre    gst-launch-1.0  53.4  0.0       07:22 [gst-launch-1.0] <defunct>
 323989 andre    chromium         0.0  0.5       05:47 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=647 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22450130599 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 324323 root     kworker/u48:12-  0.1  0.0       05:30 [kworker/u48:12-kcryptd-253:1-2]
 326072 andre    monitor_process  0.0  0.0       03:54 /bin/bash ./monitor_processo.sh
 326221 root     kworker/u49:16   0.0  0.0       03:48 [kworker/u49:16]
 335745 andre    chromium         0.4  0.5       00:57 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=649 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22739978699 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 335746 andre    chromium         0.1  0.4       00:57 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --extension-process --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=650 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22739981280 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 336027 root     kworker/6:0-cgr  0.0  0.0       00:53 [kworker/6:0-cgroup_destroy]
 336757 andre    chromium         0.0  0.4       00:41 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=653 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22756586237 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 337346 andre    chromium         0.0  0.3       00:20 /usr/lib/chromium/chromium --type=renderer --crashpad-handler-pid=3939 --enable-crash-reporter=,Arch Linux --change-stack-guard-on-fork=enable --lang=pt-BR --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=654 --time-ticks-at-unix-epoch=-1752929457005121 --launch-time-ticks=22776870799 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14566961753333461140,1896242124985741754,262144 --variations-seed-version
 337482 root     kworker/u48:1-c  0.3  0.0       00:14 [kworker/u48:1-comp_1.1.1]
 337521 root     systemd-userwor  0.0  0.0       00:12 systemd-userwork: waiting...
 337522 root     systemd-userwor  0.0  0.0       00:12 systemd-userwork: waiting...
 337523 root     systemd-userwor  0.0  0.0       00:12 systemd-userwork: waiting...
 337749 root     (udev-worker)    0.0  0.0       00:00 (udev-worker)
 337750 root     kworker/9:1-eve  0.0  0.0       00:00 [kworker/9:1-events]
 337763 andre    ps               0.0  0.0       00:00 ps -eo pid,user,comm,pcpu,pmem,etime,cmd
